iter	Logloss
624	0.08469201471
625	0.08469201034
626	0.08469200543
627	0.08469200248
628	0.08469196673
629	0.08469198847
630	0.0846919503
631	0.08466475308
632	0.08466472968
633	0.08466472797
634	0.08466471331
635	0.08466469942
636	0.08466476595
637	0.08466471401
638	0.0846419488
639	0.08464192713
640	0.08464194643
641	0.08464192947
642	0.08464191821
643	0.08464195601
644	0.08464193965
645	0.0846419451
646	0.08464193119
647	0.08460981682
648	0.08460984123
649	0.08460984123
650	0.08457838269
651	0.08457838645
652	0.08457838832
653	0.08454845828
654	0.08454847417
655	0.08454845505
656	0.08454846501
657	0.08454846034
658	0.08454842914
659	0.08454844101
660	0.08454842788
661	0.08454842086
662	0.0845484202
663	0.08454843385
664	0.0845324133
665	0.08449190601
666	0.0844919181
667	0.08447362839
668	0.08447364801
669	0.08447362695
670	0.08447361099
671	0.08447365054
672	0.08447361969
673	0.08447360406
674	0.0844611843
675	0.08446115165
676	0.08446116993
677	0.08446115414
678	0.08446116998
679	0.08446115727
680	0.08446116191
681	0.08445097387
682	0.0844509711
683	0.08443960062
684	0.08440530255
685	0.08440530255
686	0.08440530255
687	0.08440530255
688	0.08440530255
689	0.08440530255
690	0.08440530255
691	0.08440530255
692	0.08435591698
693	0.08435592656
694	0.0843559257
695	0.08435590829
696	0.08432102251
697	0.08427022936
698	0.08427021521
699	0.08427020296
700	0.08427024642
701	0.08425092485
702	0.08425090339
703	0.08425094018
704	0.08425088815
705	0.08425091527
706	0.08425089038
707	0.08425090413
708	0.08425090437
709	0.08425088307
710	0.08425091976
711	0.08425085972
712	0.0842508485
713	0.08425088344
714	0.08423517962
715	0.08423516139
716	0.08423514695
717	0.08423512071
718	0.08422612223
719	0.08422612223
720	0.08422612288
721	0.08421409904
722	0.08421408331
723	0.08421408548
724	0.08421407333
725	0.08421410625
726	0.08421411563
727	0.08421408634
728	0.08421410072
729	0.08421406433
730	0.08421406567
731	0.08421406422
732	0.08415040037
733	0.08415040963
734	0.08415039615
735	0.08415039283
736	0.08415039142
737	0.0841367428
738	0.0841367359
739	0.08413672252
740	0.08410545199
741	0.08410545068
742	0.08410545469
743	0.08410542126
744	0.08410542126
745	0.08410542126
746	0.08405678838
747	0.08405678838
748	0.08405678838
749	0.08405678838
750	0.08405092589
751	0.0840509115
752	0.08405090172
753	0.08403526548
754	0.08403527523
755	0.08400791546
756	0.08400792339
757	0.08400790834
758	0.08400789955
759	0.08399466133
760	0.08399463901
761	0.08399463009
762	0.08395610903
763	0.08395608826
764	0.08395610206
765	0.08395610355
766	0.08391796986
767	0.08391799068
768	0.08391796568
769	0.08391797241
770	0.08391798144
771	0.08388756219
772	0.08388758854
773	0.08388753871
774	0.08388755694
775	0.08388754633
776	0.08388751663
777	0.08388751663
778	0.08388751663
779	0.08388751663
780	0.08388751663
781	0.08388751663
782	0.08388751663
783	0.08388751663
784	0.08388751663
785	0.08388751663
786	0.08388751663
787	0.08388751663
788	0.08388751663
789	0.08388751663
790	0.08388751663
791	0.08388751663
792	0.08388751663
793	0.08388751663
794	0.08388751663
795	0.08388751663
796	0.08388751663
797	0.08388751663
798	0.08388131186
799	0.0838813134
800	0.08388131074
801	0.08388134327
802	0.08388132517
803	0.08388131906
804	0.08388131189
805	0.08388130924
806	0.08388130305
807	0.08384866972
808	0.08384865684
809	0.08384866932
810	0.08384868019
811	0.08384870415
812	0.08384864272
813	0.08380898289
814	0.08380896883
815	0.08380897615
816	0.08379251566
817	0.08379254458
818	0.08379255101
819	0.08374818659
820	0.08370408044
821	0.08370411361
822	0.08370409595
823	0.0837040876
824	0.08370406833
825	0.08370408864
826	0.08370408783
827	0.08370405347
828	0.08366016557
829	0.08366013288
830	0.08366016246
831	0.08366013152
832	0.08366013792
833	0.08364580353
834	0.08364580126
835	0.08360487363
836	0.08360485716
837	0.0836048603
838	0.08360485619
839	0.08354839773
840	0.08354839104
841	0.0835074508
842	0.08350746643
843	0.08350745675
844	0.08350745868
845	0.08348037369
846	0.08343848948
847	0.08341499762
848	0.08341502183
849	0.08338100169
850	0.08338096937
851	0.08334371521
852	0.08334372706
853	0.0833437064
854	0.08334371516
855	0.08334369264
856	0.08334371259
857	0.0833436889
858	0.08334369998
859	0.08334369822
860	0.08334370343
861	0.08334372208
862	0.08334370412
863	0.08334369988
864	0.08334373994
865	0.08334370128
866	0.08334370805
867	0.08334370737
868	0.08331582448
869	0.08325791106
870	0.08325791755
871	0.08325792295
872	0.08325791549
873	0.08325793037
874	0.08325792926
875	0.08325794325
876	0.08325793605
877	0.0832579451
878	0.0832472247
879	0.08324722871
880	0.08324724335
881	0.08324722886
882	0.08324721782
883	0.0832471918
884	0.08324721024
885	0.08324719777
886	0.08324722438
887	0.08322163635
888	0.08322165871
889	0.0832216432
890	0.08322165229
891	0.08322164856
892	0.08321045291
893	0.08321040862
894	0.08317615404
895	0.08315558809
896	0.0831204536
897	0.0831204536
898	0.0830651867
899	0.0830651867
900	0.08306518891
901	0.08306518891
902	0.08306518891
903	0.08306518891
904	0.08306518891
905	0.08306518891
906	0.08306518891
907	0.08306518891
908	0.08306518891
909	0.08302917005
910	0.08302917745
911	0.08300935347
912	0.08300936639
913	0.08300938129
914	0.08300936632
915	0.08300933317
916	0.08300936424
917	0.08300936715
918	0.08300936041
919	0.08297732542
920	0.08297732853
921	0.0829773334
922	0.08291543814
923	0.08291541373
924	0.08291539125
925	0.08291539624
926	0.0829000076
927	0.08289995035
928	0.08289997392
929	0.08289998028
930	0.08289994488
931	0.08289996376
932	0.08289997083
933	0.08289996977
934	0.08289994757
935	0.08289997202
936	0.08289996805
937	0.08289994909
938	0.08289994748
939	0.08289995544
940	0.08288468659
941	0.08288470018
942	0.08288464223
943	0.08288465735
944	0.08288466516
945	0.08288464396
946	0.08288464828
947	0.08288464808
948	0.08288467073
949	0.0828846816
950	0.08284907601
951	0.08284911083
952	0.08284911059
953	0.0828045635
954	0.08280456395
955	0.08280456715
956	0.08280457276
957	0.08280454094
958	0.08280455698
959	0.08280456925
960	0.08280454137
961	0.08280454067
962	0.08280458839
963	0.0828045556
964	0.08280452357
965	0.08280455209
966	0.08280458082
967	0.08280448556
968	0.08280455951
969	0.08280456027
970	0.08280452321
971	0.08280455718
972	0.08280450817
973	0.08280453579
974	0.08280451619
975	0.08280452577
976	0.08280453138
977	0.0828045234
978	0.08280451241
979	0.08280452862
980	0.08280451573
981	0.08280452613
982	0.08280456416
983	0.08280451628
984	0.08280452796
985	0.082804528
986	0.08280450909
987	0.08280451726
988	0.08280453801
989	0.08280452883
990	0.08280451229
991	0.08280453034
992	0.08280455375
993	0.08280449258
994	0.08280449439
995	0.0828045158
996	0.08280451721
997	0.08280451992
998	0.08280451014
999	0.08280450341
